id,id-new,genreNo,favorite,songName_text,songDetail_text,songSubtitle_text,starMax,combinedTier,combinedTierUra,clearTier,dfcTier,clearTierUra,dfcTierUra,date,debut,source,volume,replaygain,order,starEasy,starNormal,starHard,starMania,starUra,shinutiEasy,shinutiNormal,shinutiHard,shinutiMania,shinutiUra,shinutiEasyDuet,shinutiNormalDuet,shinutiHardDuet,shinutiManiaDuet,shinutiUraDuet,scoreEasy,scoreNormal,scoreHard,scoreMania,scoreUra,branchEasy,branchNormal,branchHard,branchMania,branchUra,songName_font,songDetail_font,songSubtitle_font,previewPos,fumenOffsetPos,tjaFileHash,areFilesGZipped,uniqueId,songFileName
rlnrtr,,2,False,Retromania Rhapsody,#C.O.M.P.A.S.S. (2016),PolyphonicBranch feat. Kagamine Rin/Kagamine Len,8,0.0,0.0,,,,,2020-06-22,Nijiiro,Nijiiro,1.0,-7.58,1002,3,5,7,8,0,7120,4200,2260,1380,0,7130,4190,2260,1380,0,1000080,1002200,1001040,1005720,0,False,False,False,False,False,1,1,1,36137,20,0,False,585,song_rlnrtr
msspln,,2,False,M.S.S.Planet,,M.S.S Project feat. Hatsune Miku・GUMI,8,0.0,0.0,,,,,2015-03-11,AC0 Murasaki,Nijiiro,1.0,-7.11,1003,3,5,7,8,0,6010,3690,2150,1590,0,6010,3690,2140,1580,0,1000750,1001120,1003850,1003060,0,False,False,False,False,False,1,1,1,74531,20,0,False,499,song_msspln
xb1_mikuik,mikuik,2,False,Hated by Life Itself,,Iori Kanzaki,7,0.0,0.0,,,,,2020-07-29,Nijiiro,XB1,1.0,0.0,1004,2,3,5,7,8,12450,8360,3660,2640,2060,500,500,500,500,500,1000300,1000140,1001180,1003160,1001960,False,False,False,False,False,1,1,1,59496,0,0,False,1,song_xb1_mikuik
mikuzs,,2,False,Zenmai Shoujo Tokei,,Seifumeigetsu (Drop x Yura Hatsuki)  feat. Hatsune Miku,8,0.0,0.0,,,,,2019-12-18,Green,Nijiiro,1.0,-6.04,1005,2,3,4,8,0,8100,5130,3290,1550,0,8100,5130,3290,1550,0,1000800,1001020,1000880,1004250,0,False,False,False,False,False,1,1,1,73575,20,0,False,481,song_mikuzs
gumids,,2,False,I want to be your heart,,Yurry Canon,8,0.0,0.0,,,,,2020-10-21,Nijiiro,Nijiiro,1.0,-7.1,1006,3,4,6,8,0,7050,4510,2690,1530,0,7050,4510,2690,1530,0,1000750,1000600,1000220,1002700,0,False,False,False,False,False,1,1,1,67497,20,0,False,265,song_gumids
mikukr,,2,False,Kire Carry On,#C.O.M.P.A.S.S. (2016),Police Piccadilly feat. Hatsune Miku,8,0.0,0.0,,,,,2020-06-22,Nijiiro,Nijiiro,1.0,-7.61,1007,2,3,4,8,0,14410,8140,4030,2280,0,14410,8130,4030,2280,0,1000590,1001180,1000980,1003720,0,False,False,False,False,False,1,1,1,56024,20,0,False,476,song_mikukr
mikuhn,,2,False,High Spec Neet,,40mP feat. Hatsune Miku,8,0.0,0.0,,,,,2019-04-25,Green,Nijiiro,1.0,-8.36,1008,3,4,6,8,0,20290,12740,4670,2320,0,20290,12740,4660,2320,0,1000110,1000220,1001810,1001680,0,False,False,False,False,False,1,1,1,39141,20,0,False,474,song_mikuhn
gumiam,,2,False,Amanojaku,,164 feat. GUMI,8,0.0,0.0,,,,,2014-07-16,AC0 Kimidori,Nijiiro,1.0,-7.0,1009,4,5,6,8,0,5290,3510,1810,1210,0,5290,3510,1810,1210,0,1000620,1002230,1001010,1001880,0,False,False,False,False,False,1,1,1,66360,20,0,False,261,song_gumiam
don4ta,,2,False,I Want to Eat Don-chan!,Music Recruitment da-don! (2022),Takenoko Boy feat. Hatsune Miku,8,0.0,0.0,,,,,2023-04-08,Nijiiro,Nijiiro,1.0,0.0,1010,4,6,8,8,0,3660,2250,1480,1310,0,3660,2250,1480,1310,1000,1000580,1003050,1002580,1006080,0,False,False,False,False,False,1,1,1,53853,20,0,False,1,song_don4ta
rlnted,,2,False,Tokyo Teddy Bear,,Neru feat. Kagamine Rin,8,0.0,0.0,,,,,2015-11-26,WiiU3,Nijiiro,1.0,-8.55,1011,4,6,6,8,0,4400,2930,1970,1260,0,4400,2930,1960,1260,0,1000900,1001570,1004820,1005120,0,False,False,False,False,False,1,1,1,47545,20,0,False,586,song_rlnted
donuts,,2,False,Donut Hole,Cover of Hachi feat. GUMI,Kenshi Yonezu,8,0.0,0.0,,,,,2015-07-09,PS Vita,PS Vita,1.0,-7.06,1012,4,6,7,8,0,4560,3060,2030,1370,0,4560,3060,2030,1370,0,1000740,1000760,1004850,1004740,0,False,False,False,False,False,1,1,1,57072,0,0,False,1100,song_donuts
96670178,kyallb,2,False,Kyoufuu All Back,,Yukopi (feat. Kaai Yuki),7,0.0,0.0,,,,,2023-10-18,Nijiiro,TJA,1.0,0.0,1013,3,4,5,7,0,6190,3790,2410,1750,0,6211,3831,2457,1769,1420,1000790,1001870,1000430,1005450,0,False,False,False,False,False,1,1,1,1492,0,96670178,False,,song_96670178
mikanm,,2,False,Animal,,DECO*27 feat. Hatsune Miku,7,0.0,0.0,,,,,2022-04-20,Nijiiro,Nijiiro,1.0,-6.78,1014,3,4,4,7,0,6490,3780,1850,1220,0,6490,3780,1850,1220,1000,1000370,1000660,1000000,1005280,0,False,False,False,False,False,1,1,1,42415,20,0,False,1,song_mikanm
mikkmp,,2,False,God-ish,,PinocchioP feat. Hatsune Miku,7,0.0,0.0,,,,,2022-06-01,Nijiiro,NS2,0.71,-1.45,1015,2,3,5,7,0,10060,5530,3360,2130,0,10060,5530,3360,2130,0,1000240,1000900,1001960,1002640,0,False,False,False,False,False,1,1,1,50548,0,0,False,2089,song_mikkmp
roki,,2,False,Roki,,Mikito P feat. Kagamine Rin,7,0.0,0.0,,,,,2019-06-27,Green,Nijiiro,1.0,-7.41,1016,3,3,4,7,0,8410,6120,3830,1720,0,8410,6120,3830,1710,0,1000680,1001340,1000440,1003420,0,False,False,False,False,False,1,1,1,52877,20,0,False,593,song_roki
mikuuy,,2,False,Umiyuri Kaitei Tan,,n-buna feat. Hatsune Miku,7,0.0,0.0,,,,,2015-08-06,PS Vita,PS Vita,1.0,-7.66,1017,4,5,6,7,0,4030,3000,2020,1580,0,4030,3000,2020,1570,0,1001840,1003200,1002000,1006300,0,False,False,False,False,False,1,1,1,62170,0,0,False,1126,song_mikuuy
55yu0,,2,False,Go Go Yuureisen,,Hachi (Kenshi Yonezu),7,0.0,0.0,,,,,2012-07-26,PSPDX,PSPDX,0.71,-8.8,1018,3,4,6,7,0,8210,5280,3160,1980,0,8220,5280,3160,1970,0,1000210,1000940,1000840,1004500,0,False,False,False,False,False,1,1,1,79250,0,0,False,1614,song_55yu0
csmclr,,2,False,Colorful Voice,,cosMo@Bousou-P feat. Hatsune Miku,10,13.5,13.5,,,Difficult,B,2019-06-27,Green,Nijiiro,1.0,-8.18,1019,5,7,7,9,10,4600,2650,1660,1140,890,4600,2650,1660,1140,890,1000500,1003150,1004920,1006340,1005090,False,False,False,False,False,1,1,1,43144,20,0,False,153,song_csmclr
gstmsk,,2,False,Ghost Mask,Donder! WC Recruitment da-don! (2015),Harunaba feat. Yukari Yuzuki & Chihiro Ishiguro,10,8.25,0.0,Moderate,C,,,2016-04-08,White,Nijiiro,1.0,-7.17,1020,4,6,7,10,0,4720,2480,1770,1110,0,4720,2480,1770,1110,0,1001700,1002400,1000970,1006190,0,False,False,False,False,False,1,1,1,53260,20,0,False,259,song_gstmsk
mikdp,,2,False,Haikei Doppelganger,,kemu feat. Hatsune Miku,10,2.0,0.0,Weak,F,,,2017-10-11,NS2,NS2,0.71,-3.95,1021,3,5,7,10,0,6790,4230,2180,1110,0,6790,4230,2180,1110,0,1000440,1002120,1000200,1002110,0,False,False,False,False,False,1,1,1,46500,0,0,False,2096,song_mikdp
mikuer,,2,False,Hatsune Miku no Shoushitsu -Gekijouban-,,cosMo@Bousou-P feat. Hatsune Miku,10,18.0,18.0,,,Extremely Difficult,A+,2011-11-16,PS2,XB1DLC,1.0,-7.52,1022,5,7,8,9,10,3880,3050,1860,1300,1000,3880,3050,1860,1300,1000,1001960,1000400,1003160,1000800,1002900,False,False,False,False,False,1,1,1,85897,20,0,False,470,song_mikuer
gumijk,,2,False,Heavymetal Fugitive,GUMI Music Contest (2012) ,Ryuwitty feat. GUMI,10,10.75,0.0,Moderate,A,,,2013-06-26,AC0 Sorairo,Nijiiro,1.0,-8.38,1023,4,6,7,10,0,7760,3980,2590,1530,0,7760,3980,2590,1520,0,1000380,1000820,1000470,1005790,0,False,False,False,False,False,1,1,1,30724,20,0,False,266,song_gumijk
karamr,,2,False,Karamari no Hana,Nationals Set Piece Recruitment da-don! (2013),Harunaba feat. Yukari Yuzuki,10,8.25,0.0,Moderate,C,,,2013-10-16,AC0 Sorairo,XB1DLC,1.0,-7.94,1024,4,7,7,10,0,4750,3330,2150,1290,0,4750,3330,2150,1290,0,1001550,1000940,1002300,1004260,0,False,False,False,False,False,1,1,1,34164,20,0,False,366,song_karamr
csmmon,,2,False,Monochrome Voice,,cosMo@bousouP feat. Hatsune Miku・GUMI,10,8.25,18.5,Moderate,C,Extremely Difficult,S,2019-12-21,Green,Nijiiro,1.0,-8.22,1025,4,6,7,10,10,5360,3760,1890,1030,770,5370,3760,1890,1030,770,1000380,1000600,1002090,1003730,1004850,False,False,False,False,False,1,1,1,46298,20,0,False,155,song_csmmon
3ti3ti,,2,False,Sachi Sachi ni Shite Ageru♪,,Sachiko Kobayashi,10,3.25,3.25,,,Weak,E,2015-04-27,AC0 Murasaki,Nijiiro,1.0,-7.13,1026,3,6,7,7,10,10560,5220,3320,2690,1340,10560,5220,3320,2680,1340,1000540,1000700,1000720,1003140,1001620,False,False,False,False,False,1,1,1,74418,20,0,False,13,song_3ti3ti
rlnses,,2,False,Seisou Bakuretsu Boy,,rerulili feat. Kagamine Len,10,8.25,8.25,,,Moderate,C,2015-07-09,PS Vita,PS Vita,1.0,-7.28,1027,3,4,5,8,10,9170,6340,3070,1880,1350,9170,6340,3070,1870,1350,1000460,1001140,1000910,1003540,1001950,False,False,False,False,False,1,1,1,81390,0,0,False,1129,song_rlnses
xb1_87oto,87oto,2,False,Hanaoto Ura-byoushi,Music Recruitment da-don! (2011),Harunaba,9,0.0,0.0,,,,,2012-10-25,PSPDX,XB1,1.0,0.0,1028,3,5,6,9,0,6020,3850,2650,1430,0,500,500,500,500,500,1000300,1000550,1000850,1005700,0,False,False,False,False,False,1,1,1,56589,0,0,False,1,song_xb1_87oto
imibla,,2,False,IMITATION BLACK,,SCL Project (natsuP) feat. Vana N'Ice,9,0.0,0.0,,,,,2013-03-13,AC0 Sorairo,AC0,1.0,-6.44,1029,3,5,5,7,9,7070,4860,3040,1870,1380,7090,4880,3050,1870,1380,1001200,1000380,1000360,1002730,1000760,False,False,False,False,False,1,1,1,60814,0,0,False,1402,song_imibla
gumima,,2,False,Matryoshka,,Hachi feat. Hatsune Miku・GUMI,9,0.0,0.0,,,,,2012-07-25,KATSU-DON,NSRPG1,1.0,-8.05,1030,4,6,5,7,9,3620,2600,1800,1440,1160,3620,2600,1800,1440,1160,1001620,1001400,1001700,1004320,1001120,False,False,False,False,False,1,1,1,43237,0,0,False,1051,song_gumima
3tisbz,,2,False,Senbonzakura -Sachiko Kobayashi ver.-,,Sachiko Kobayashi,8,0.0,0.0,,,,,2015-07-09,PS Vita,PS Vita,1.0,-7.57,1031,3,5,6,8,9,5480,3300,2010,1510,1170,5470,3300,2010,1510,1170,1001180,1000800,1001520,1001260,1001100,False,False,False,False,False,1,1,1,48564,0,0,False,1083,song_3tisbz
rinren,,2,False,Woof Meow World,,feat. Kagamine Rin・Kagamine Len starring Asami Shimoda,9,0.0,0.0,,,,,2011-07-14,PSPDX,Nijiiro,1.0,-8.34,1032,4,5,6,9,0,6520,3650,2600,1300,0,6520,3650,2600,1300,0,1001240,1001350,1002800,1003900,0,False,False,False,False,False,1,1,1,49999,20,0,False,581,song_rinren
wedh,,2,False,World's End Dance Hall,,wowaka feat. Hatsune Miku・Megurine Luka,9,0.0,0.0,,,,,2014-09-10,AC0 Kimidori,Nijiiro,1.0,-6.51,1033,4,5,6,9,0,6740,4590,2740,1420,0,6740,4590,2730,1420,0,1000480,1001640,1002440,1001200,0,False,False,False,False,False,1,1,1,83972,20,0,False,785,song_wedh
gumizk,,2,False,Zankyou,,164 feat. GUMI,9,0.0,0.0,,,,,2019-03-14,Green,Nijiiro,1.0,-7.66,1034,2,4,5,6,9,12890,8020,4910,2890,1880,12890,8020,4910,2890,1880,1000030,1001180,1001020,1001350,1000160,False,False,False,False,False,1,1,1,61828,20,0,False,267,song_gumizk
mkftbt,,2,False,future beat,,feat. Mirai Komachi,9,0.0,0.0,,,,,2019-09-05,NS1,NS1,1.0,-8.6,1035,4,6,7,9,0,6160,3670,1980,1440,0,6160,3670,1980,1440,0,1001360,1000870,1000500,1003680,0,False,False,False,False,False,1,1,1,85230,0,0,False,988,song_mkftbt
erfanc,,2,False,"1,2, Fanclub",,Mikito P feat. GUMI・Kagamine Rin,8,0.0,0.0,,,,,2013-12-11,AC0 Momoiro,Nijiiro,1.0,-7.53,1036,3,4,6,8,0,7200,4150,2540,1840,0,7200,4150,2540,1840,0,1000500,1000000,1000780,1001360,0,False,False,False,False,False,1,1,1,73844,20,0,False,205,song_erfanc
zolbdl,,2,False,BORDERLESS,,ZOLA PROJECT,8,0.0,0.0,,,,,2014-08-06,AC0 Kimidori,Nijiiro,1.0,-6.31,1037,4,6,5,8,0,4910,2680,2370,1500,0,4910,2680,2370,1500,0,1001430,1002240,1003540,1005000,0,False,False,False,False,False,1,1,1,42462,20,0,False,834,song_zolbdl
brs,,2,False,Black★Rock Shooter,,supercell feat. Hatsune Miku,8,0.0,0.0,,,,,2010-09-08,AC14,XB1DLC,1.0,-7.37,1038,4,4,6,8,0,7560,6510,2980,1560,0,6000,5280,2680,1460,0,1000360,1001220,1001760,1001140,0,False,False,False,False,False,1,1,1,75863,20,0,False,915,song_brs
zolext,,2,False,Eccentric w,,ZOLA PROJECT,8,0.0,0.0,,,,,2014-01-15,AC0 Momoiro,NSRPG1,1.0,-7.78,1039,3,4,6,8,0,5130,3540,2080,1450,0,5130,3540,2080,1450,0,1000520,1002280,1002480,1003400,0,False,False,False,False,False,1,1,1,41885,0,0,False,1062,song_zolext
iaenme,,2,False,Enmei Chiryou,,Neru feat. IA,8,0.0,0.0,,,,,2013-06-19,AC0 Sorairo,AC0,1.0,-8.79,1040,5,5,6,8,0,5790,4450,2220,1650,0,5810,4460,2230,1660,0,1000390,1001700,1000980,1000250,0,False,False,False,False,False,1,1,1,77860,0,0,False,1400,song_iaenme
etbond,,2,False,Eternal bond,Nationals Set Piece Recruitment da-don! (2013),Ryuwitty feat. GUMI,8,0.0,0.0,,,,,2013-07-24,AC0 Sorairo,Nijiiro,1.0,-5.87,1041,5,6,8,8,0,3260,2710,2050,1570,0,3260,2710,2050,1570,0,1000860,1001780,1003950,1000950,0,False,False,False,False,False,1,1,1,54730,20,0,False,207,song_etbond
mkftmd,,2,False,Future Melody - From the Heart to the Future -,,feat. Mirai Komachi,8,0.0,0.0,,,,,2021-04-08,NS1,NS1,1.0,-5.07,1042,3,6,7,8,0,8410,3930,2790,1810,0,8410,3930,2790,1800,0,1000480,1000460,1000360,1005270,0,False,False,False,False,False,1,1,1,102535,0,0,False,989,song_mkftmd
mikugv,,2,False,Grave,,niki feat. Hatsune Miku,8,0.0,0.0,,,,,2019-12-18,Green,Nijiiro,1.0,-7.17,1043,2,2,4,8,0,10480,6170,2360,1540,0,10480,6170,2360,1540,0,1000800,1000870,1003480,1005600,0,False,False,False,False,False,1,1,1,45344,20,0,False,472,song_mikugv
urotan,,2,False,Hikyou Sentai Urotander,,Shin-P,8,0.0,0.0,,,,,2013-03-13,AC0 Sorairo,AC0,1.0,-8.72,1044,3,5,6,8,0,8570,5050,3370,1760,0,8600,5070,3400,1760,0,1000920,1000900,1000110,1001120,0,False,False,False,False,False,1,1,1,72131,0,0,False,1484,song_urotan
mikukg,,2,False,Kagerou Daze,,Jin,8,0.0,0.0,,,,,2014-03-19,AC0 Momoiro,Nijiiro,1.0,-7.94,1045,3,5,5,7,8,6940,5410,2560,2060,1460,6940,5410,2560,2050,1460,1001420,1000730,1002320,1003100,1005280,False,False,False,False,False,1,1,1,59194,20,0,False,475,song_mikukg
mikukp,,2,False,Karakuri Pierrot,,40mP feat. Hatsune Miku,8,0.0,0.0,,,,,2015-11-26,WiiU3,WiiU3,1.0,-7.42,1046,4,6,7,8,0,13120,7320,3940,2010,0,13120,7310,3940,2010,0,1000700,1001180,1000120,1001000,0,False,False,False,False,False,1,1,1,56561,0,0,False,1280,song_mikukp
mmkami,,2,False,Moshi-moshi Kamisama,,Tezuka feat. Kagamine Rin・Kagamine Len,8,0.0,0.0,,,,,2019-05-30,Green,Nijiiro,1.0,-7.73,1047,3,5,6,8,0,6370,3890,2190,1520,0,6370,3890,2190,1520,0,1000320,1000640,1003240,1000620,0,False,False,False,False,False,1,1,1,72204,20,0,False,485,song_mmkami
gumimo,,2,False,Mozaik Role,,DECO*27 feat. GUMI,8,0.0,0.0,,,,,2012-07-25,KATSU-DON,AC0,1.0,-7.03,1048,3,5,5,8,0,7080,4610,3090,2030,0,7080,4610,3090,2030,0,1001080,1000860,1001380,1003760,0,False,False,False,False,False,1,1,1,71416,0,0,False,1396,song_gumimo
gumi22,,2,False,Ninjin Nin,GUMI Music Contest (2012) ,Toyonaga Gonta P feat. GUMI,8,0.0,0.0,,,,,2013-06-26,AC0 Sorairo,Nijiiro,1.0,-6.86,1049,3,4,5,8,0,6140,3980,2680,1680,0,6150,3980,2680,1680,0,1000180,1001600,1002880,1001660,0,False,False,False,False,False,1,1,1,85691,20,0,False,260,song_gumi22
mikuse,,2,False,Senbonzakura,,Kurousa P feat. Hatsune Miku,8,0.0,0.0,,,,,2012-11-29,Wii5,Nijiiro,1.0,-5.65,1050,3,5,6,7,8,4430,2480,1720,1200,1000,4430,2480,1720,1200,0,1001320,1003200,1004220,1003200,1007800,False,False,False,False,False,1,1,1,57347,20,0,False,478,song_mikuse
mikutd,,2,False,Taiyoukei Disco,,NayutalieN feat. Hatsune Miku,8,0.0,0.0,,,,,2018-08-08,Blue,Nijiiro,1.0,-8.24,1051,3,4,5,8,0,4780,2970,2270,1560,0,4790,2970,2270,1550,0,1000040,1000350,1001260,1002980,0,False,False,False,False,False,1,1,1,52615,20,0,False,479,song_mikutd
tmbeat,,2,False,Tell Me Beat,,kinoshita feat. Kagamine Rin,8,0.0,0.0,,,,,2021-04-10,Nijiiro,NS2,0.71,-3.72,1052,3,5,6,8,0,7080,3920,2020,1310,0,7080,3920,2020,1310,0,1000620,1001540,1002300,1001710,0,False,False,False,False,False,1,1,1,47834,0,0,False,2020,song_tmbeat
mikteo,,2,False,Teo,,Omoi feat. Hatsune Miku,8,0.0,0.0,,,,,2021-03-25,Nijiiro,Nijiiro,0.71,-7.39,1053,2,5,6,8,0,7100,4320,2250,1310,0,7100,4320,2250,1310,0,1000400,1000800,1003800,1002820,0,False,False,False,False,False,1,1,1,24332,20,0,False,2183,song_mikteo
lost1g,,2,False,The Lost One's Weeping,,Neru feat. Kagamine Rin,8,0.0,0.0,,,,,2015-07-09,PS Vita,Nijiiro,1.0,-6.82,1054,3,4,7,8,0,5790,3820,1980,1250,0,5790,3820,1980,1250,0,1000080,1001800,1002680,1006350,0,False,False,False,False,False,1,1,1,63748,20,0,False,418,song_lost1g
gumivv,,2,False,Uchouten Vivace,,Last Note. feat. GUMI,8,0.0,0.0,,,,,2015-07-09,PS Vita,PS Vita,1.0,-8.89,1055,4,6,7,8,0,6430,4690,2440,1480,0,6430,4690,2440,1480,0,1001120,1000300,1000860,1004240,0,False,False,False,False,False,1,1,1,64702,0,0,False,1114,song_gumivv
xb1_worldi,worldi,2,False,World Is Mine,,supercell,8,0.0,0.0,,,,,2009-12-17,AC13,XB1,1.0,0.0,1056,4,5,6,8,0,6770,4790,2940,1850,0,500,500,500,500,500,1000590,1001320,1002060,1001750,0,False,False,False,False,False,1,1,1,66943,0,0,False,1,song_xb1_worldi
melt,,2,False,melt,,supercell feat. Hatsune Miku,8,0.0,0.0,,,,,2009-07-14,AC12.5,XB1DLC,1.0,-7.35,1057,3,3,5,8,0,9200,6010,3560,1850,0,9200,6010,3560,1850,0,1000500,1000150,1001040,1000950,0,False,False,False,False,False,1,1,1,60900,20,0,False,979,song_melt
mikuar,,2,False,Alkali Rettousei,,Kairiki bear feat. Hatsune Miku,7,0.0,0.0,,,,,2019-04-25,Green,Nijiiro,1.0,-7.01,1058,3,4,5,7,0,9670,6550,3780,2300,0,9670,6550,3780,2300,0,1000610,1001000,1001640,1002200,0,False,False,False,False,False,1,1,1,56370,20,0,False,467,song_mikuar
bsdanc,,2,False,Bokura no Sekai ni Dance o,,Professor Sakamoto feat. GUMI,7,0.0,0.0,,,,,2014-09-10,AC0 Kimidori,Nijiiro,1.0,-5.2,1059,4,5,5,7,0,9760,7420,5170,3730,0,9760,7420,5170,3720,0,1000720,1000680,1000440,1001680,0,False,False,False,False,False,1,1,1,51532,20,0,False,93,song_bsdanc
gumidk,,2,False,Dokidoki Koi no Yokan!?,GUMI Music Contest (2012) ,Noriyuki feat. GUMI,7,0.0,0.0,,,,,2013-06-26,AC0 Sorairo,Nijiiro,1.0,-8.34,1060,3,4,5,7,0,6840,4930,3120,2100,0,6840,4930,3120,2090,0,1000300,1001430,1001260,1002700,0,False,False,False,False,False,1,1,1,67363,20,0,False,263,song_gumidk
hapsyn,,2,False,Happy Synthesizer,,EasyPop,7,0.0,0.0,,,,,2016-06-16,3DS3,XB1DLC,1.0,-6.19,1061,2,3,5,7,0,10460,5920,3630,3020,0,10460,5920,3630,3020,0,1000300,1000860,1000220,1003020,0,False,False,False,False,False,1,1,1,55502,20,0,False,955,song_hapsyn
mikurs,,2,False,Renai Saiban,,40mP feat. Hatsune Miku,7,0.0,0.0,,,,,2015-07-09,PS Vita,PS Vita,1.0,-6.24,1062,4,5,6,7,0,8750,5910,3410,2440,0,8750,5910,3410,2440,0,1000700,1000090,1001430,1003640,0,False,False,False,False,False,1,1,1,66487,0,0,False,1125,song_mikurs
xb1_miku39,miku39,2,False,Miku Miku ni Shite Ageru♪ [Shite Yan Yo],,ika,6,0.0,0.0,,,,,2013-07-11,AC0 Sorairo,XB1,1.0,0.0,1063,1,5,6,6,0,13060,5350,3780,2900,0,500,500,500,500,500,1000660,1000650,1000080,1001500,0,False,False,False,False,False,1,1,1,37782,0,0,False,1,song_xb1_miku39
xb1_mikute,mikute,2,False,Tell Your World,,livetune,6,0.0,0.0,,,,,2012-07-12,3DS1,XB1,1.0,0.0,1064,3,2,5,6,0,10480,8490,3560,2580,0,500,500,500,500,500,1000400,1000130,1002760,1003440,0,False,False,False,False,False,1,1,1,53684,0,0,False,1,song_xb1_mikute
gumihk,,2,False,Houkago Stride,,Last Note.,6,0.0,0.0,,,,,2013-06-26,AC0 Sorairo,WiiU3,1.0,-9.38,1065,3,5,6,5,0,9440,4560,2470,1980,0,9450,4570,2470,1970,0,1000800,1000220,1003480,1003820,0,False,False,False,False,False,1,1,1,86112,0,0,False,1271,song_gumihk
zzsbz1,"zzsbz2,zzsbz3",2,False,千本桜,Senbonzakura,Nico Cho Ensemble Ver. ,0,0.0,0.0,,,,,2012-11-29,Wii5,MISSING,0.0,0.0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_zzsbz1
wait4u,,3,False,waitin' for u,,Jun Kuroda,10,3.0,0.0,Misrepresentation,D,,,2020-08-22,Nijiiro,Nijiiro,1.0,-7.05,1067,5,6,6,10,0,6100,4210,2350,1310,0,6100,4210,2350,1310,0,1000900,1000060,1001800,1001120,0,False,False,False,False,False,1,1,1,55746,20,0,False,781,song_wait4u
xb1_thchil,thchil,3,False,Cirno's Perfect Math Class,Touhou Project Arrange,ARM+Yoshimi Youno(IOSYS) feat. miko,10,2.0,2.0,,,Weak,F,2014-01-15,AC0 Momoiro,XB1,1.0,0.0,1068,4,5,7,8,10,6500,3910,2400,1440,1070,500,500,500,500,500,1001300,1000840,1001900,1002680,1004730,False,False,False,False,False,1,1,1,23635,0,0,False,1,song_xb1_thchil
thncrd,,3,False,Necro Fantasia ～ Arr.Demetori,Touhou Project Arrange,Demetori,10,0.5,0.0,Misrepresentation,F,,,2014-07-16,AC0 Kimidori,XB1DLC,1.0,-7.97,1069,5,7,8,10,0,3880,2650,1410,850,0,3880,2650,1400,840,0,1001620,1003150,1006280,1009000,0,False,False,False,False,False,1,1,1,22927,20,0,False,714,song_thncrd
alcdp,,3,False,Doppelgangers,,Alice Schach and the Magic Orchestra,10,3.0,3.0,,,Weak,?,2022-10-01,Nijiiro,RC,1.0,-7.53,1070,4,6,6,8,10,7310,3930,2690,1560,1080,7300,3920,2680,1560,1080,1000460,1002490,1001920,1001940,1007220,False,False,False,False,False,1,1,1,25000,0,0,False,1,song_alcdp
alckil,,3,False,Kill My Fortune,,Alice Schach and the Magic Orchestra,10,8.0,8.0,,,Moderate,?,2022-05-21,Nijiiro,TJA,1.0,0.0,1071,4,5,5,7,10,5710,3310,2250,1600,910,5813,3344,2262,1605,909,1000340,1001010,1004200,1005800,1007370,False,False,False,False,False,1,1,1,6732,0,19267556,False,,song_alckil
aleph0,,3,False,Aleph-0,BOF2016 -Legendary Again-,LeaF,10,3.0,0.0,Weak,?,,,2022-10-13,Nijiiro,Nijiiro,1.0,-6.09,1072,5,7,8,10,0,6430,4050,2590,1700,0,6430,4050,2580,1690,1000,1001220,1001600,1003200,1005000,0,False,False,False,False,False,1,1,1,46274,20,0,False,1,song_aleph0
thmrs,,3,False,Marisa Wa Taihen Na Mono Wo Nusunde Ikimashita,Touhou Project Arrange,ARM+Yoshimi Youno(IOSYS) feat. Fujisaki Karin,9,0.0,0.0,,,,,2018-10-13,Blue,XB1DLC,1.0,-7.52,1073,4,5,6,9,0,6540,4630,2260,1240,0,6550,4630,2260,1230,0,1000140,1001720,1002320,1007400,0,False,False,False,False,False,1,1,1,46774,20,0,False,712,song_thmrs
th7171,,3,False,Night of Knights / Knight of Nights,Touhou Project Arrange,beatMARIO,9,0.0,0.0,,,,,2014-01-15,AC0 Momoiro,Nijiiro,1.0,-8.27,1074,4,6,7,9,0,5000,3470,1980,1530,0,5010,3470,1980,1530,0,1000000,1001690,1002260,1001930,0,False,False,False,False,False,1,1,1,23135,20,0,False,699,song_th7171
coro2,,3,False,Okashi Deka no Uta,CoroCoro TV Sweets Detective,YMCK,9,0.0,0.0,,,,,2010-07-01,DS3,AC14,0.71,-6.16,1075,4,5,7,9,0,6380,4770,2670,1300,0,6320,4710,2700,45300,0,1000500,1001190,1000960,1000100,0,False,False,False,False,False,1,1,1,9979,0,0,False,1672,song_coro2
dobslt,,3,False,Shining Lights (feat. PSYQUI),DEN-ON-BU,Karin Houou (CV: Kana Sukoya),9,0.0,0.0,,,,,2021-01-16,Nijiiro,NS1,1.0,-7.59,1076,2,2,6,9,0,5290,3760,2170,1150,0,5290,3760,2170,1150,0,1000030,1002080,1003010,1004100,0,False,False,False,False,False,1,1,1,79977,0,0,False,938,song_dobslt
thwarn,,3,False,WARNING×WARNING×WARNING,Touhou Project Arrange,Akatsuki Records,9,0.0,0.0,,,,,2017-09-06,Yellow,XB1DLC,1.0,-7.28,1077,2,4,5,9,0,9840,5380,2810,1320,0,9840,5380,2800,1320,0,1000500,1000940,1002910,1002920,0,False,False,False,False,False,1,1,1,7458,20,0,False,723,song_thwarn
